,dut_speed,dut_decel,dut_dist,foe_speed,foe_dist
9872,30.0,5.800000000000001,23.0,40.0,17.0
9873,31.0,6.7,50.0,39.0,35.0
9874,7.0,9.4,23.0,47.0,27.0
9875,26.0,3.9,87.0,35.0,60.0
9876,37.0,6.2,68.0,11.0,93.0
9877,6.0,7.3,45.0,40.0,62.0
9878,23.0,7.4,82.0,27.0,9.0
9879,24.0,7.800000000000001,52.0,30.0,34.0
9880,21.0,7.1000000000000005,91.0,16.0,12.0
9881,47.0,6.0,25.0,11.0,70.0
9882,21.0,4.9,99.0,15.0,31.0
9883,44.0,9.3,85.0,32.0,47.0
9884,36.0,9.4,93.0,33.0,7.0
9885,46.0,9.9,57.0,29.0,16.0
9886,17.0,7.800000000000001,32.0,34.0,28.0
9887,36.0,9.5,90.0,45.0,77.0
9888,6.0,6.9,53.0,23.0,23.0
9889,7.0,9.9,50.0,28.0,21.0
9890,19.0,5.2,24.0,50.0,95.0
9891,42.0,8.600000000000001,59.0,14.0,65.0
9892,24.0,4.5,97.0,17.0,55.0
9893,8.0,4.7,56.0,34.0,91.0
9894,26.0,4.4,93.0,24.0,18.0
9895,28.0,9.8,85.0,32.0,52.0
9896,47.0,9.7,81.0,33.0,59.0
9897,10.0,4.2,28.0,29.0,24.0
9898,49.0,6.2,44.0,41.0,33.0
9899,28.0,7.4,44.0,30.0,17.0
9900,5.0,7.3,33.0,50.0,5.0
9901,40.0,9.600000000000001,92.0,33.0,97.0
9902,17.0,4.5,62.0,15.0,13.0
9903,27.0,4.7,76.0,28.0,2.0
9904,5.0,9.5,63.0,33.0,45.0
9905,15.0,9.7,66.0,47.0,38.0
9906,30.0,3.1,47.0,15.0,24.0
9907,6.0,6.0,53.0,15.0,2.0
9908,40.0,6.2,9.0,22.0,77.0
9909,38.0,6.4,63.0,24.0,43.0
9910,46.0,4.2,55.0,26.0,29.0
9911,10.0,6.6,100.0,45.0,71.0
9912,38.0,5.800000000000001,61.0,24.0,67.0
9913,34.0,8.8,99.0,42.0,29.0
9914,28.0,3.3,50.0,35.0,67.0
9915,12.0,8.2,34.0,13.0,96.0
9916,24.0,7.3,59.0,33.0,14.0
9917,23.0,3.7,53.0,50.0,4.0
9918,37.0,8.4,55.0,12.0,35.0
9919,36.0,3.2,40.0,44.0,44.0
9920,25.0,3.3,51.0,24.0,16.0
9921,49.0,8.3,19.0,25.0,44.0
9922,7.0,6.4,14.0,42.0,6.0
9923,23.0,8.9,64.0,36.0,43.0
9924,5.0,6.0,84.0,19.0,42.0
9925,32.0,6.1,6.0,17.0,55.0
9926,28.0,8.8,52.0,22.0,7.0
9927,20.0,4.9,38.0,13.0,79.0
9928,21.0,8.5,18.0,13.0,56.0
9929,24.0,4.8,76.0,21.0,94.0
9930,40.0,5.300000000000001,27.0,23.0,1.0
9931,40.0,4.5,83.0,26.0,83.0
9932,24.0,3.5,77.0,43.0,1.0
9933,23.0,8.2,9.0,49.0,95.0
9934,15.0,4.5,77.0,17.0,44.0
9935,30.0,10.0,36.0,36.0,92.0
9936,35.0,7.0,42.0,27.0,50.0
9937,24.0,6.4,61.0,19.0,75.0
9938,18.0,3.8,88.0,30.0,78.0
9939,31.0,9.4,75.0,43.0,45.0
9940,36.0,5.9,65.0,11.0,93.0
9941,22.0,3.1,87.0,27.0,51.0
9942,49.0,3.5,77.0,13.0,17.0
9943,33.0,7.9,43.0,32.0,24.0
9944,10.0,3.9,77.0,26.0,90.0
9945,28.0,9.5,29.0,35.0,38.0
9946,49.0,8.3,90.0,26.0,63.0
9947,29.0,4.3,7.0,13.0,51.0
9948,34.0,4.3,2.0,12.0,38.0
9949,26.0,8.8,82.0,42.0,79.0
9950,7.0,4.4,23.0,28.0,80.0
9951,40.0,7.3,87.0,31.0,98.0
9952,7.0,6.4,89.0,36.0,81.0
9953,24.0,9.9,22.0,16.0,32.0
9954,6.0,3.9,42.0,24.0,22.0
9955,42.0,6.2,41.0,49.0,14.0
9956,43.0,4.3,85.0,38.0,16.0
9957,14.0,4.4,22.0,21.0,43.0
9958,43.0,7.1000000000000005,78.0,39.0,50.0
9959,18.0,5.9,27.0,46.0,48.0
9960,8.0,3.3,43.0,33.0,94.0
9961,10.0,3.5,93.0,39.0,27.0
9962,49.0,9.3,28.0,14.0,78.0
9963,20.0,8.100000000000001,77.0,35.0,46.0
9964,44.0,3.6,73.0,29.0,45.0
9965,43.0,7.5,33.0,11.0,87.0
9966,37.0,9.100000000000001,73.0,50.0,21.0
9967,29.0,8.2,24.0,27.0,53.0
9968,36.0,7.6000000000000005,1.0,33.0,28.0
9969,12.0,8.5,51.0,23.0,44.0
9970,41.0,7.0,81.0,37.0,71.0
9971,11.0,7.7,59.0,38.0,59.0
9972,28.0,4.2,87.0,14.0,48.0
9973,30.0,7.1000000000000005,62.0,10.0,20.0
9974,46.0,8.0,66.0,12.0,47.0
9975,24.0,5.5,27.0,34.0,24.0
9976,48.0,9.8,72.0,25.0,78.0
9977,26.0,6.7,15.0,26.0,99.0
9978,32.0,5.4,95.0,21.0,40.0
9979,46.0,4.6,47.0,13.0,3.0
9980,10.0,8.8,34.0,30.0,80.0
9981,42.0,8.7,18.0,50.0,29.0
9982,48.0,6.5,54.0,44.0,63.0
9983,33.0,9.0,46.0,47.0,55.0
9984,11.0,5.7,29.0,39.0,22.0
9985,9.0,7.800000000000001,0.0,42.0,74.0
9986,24.0,9.9,46.0,36.0,83.0
9987,13.0,7.6000000000000005,68.0,21.0,30.0
9988,6.0,8.5,3.0,50.0,85.0
9989,49.0,4.5,32.0,48.0,40.0
9990,49.0,9.3,61.0,24.0,83.0
9991,5.0,3.3,46.0,13.0,11.0
9992,24.0,5.9,89.0,22.0,78.0
9993,25.0,9.100000000000001,74.0,44.0,33.0
9994,18.0,7.3,25.0,43.0,70.0
9995,20.0,7.2,19.0,38.0,16.0
9996,6.0,6.1,99.0,32.0,39.0
9997,20.0,5.7,29.0,33.0,78.0
9998,30.0,7.6000000000000005,11.0,25.0,10.0
9999,38.0,7.4,82.0,34.0,69.0
10000,37.0,5.800000000000001,68.0,38.0,53.0
10001,36.0,4.2,36.0,21.0,42.0
10002,12.0,8.5,22.0,43.0,28.0
10003,40.0,3.8,19.0,13.0,56.0
10004,47.0,6.9,34.0,36.0,74.0
10005,28.0,7.7,75.0,37.0,7.0
10006,44.0,5.300000000000001,78.0,48.0,59.0
10007,14.0,5.6,64.0,48.0,97.0
10008,32.0,7.7,24.0,26.0,60.0
10009,8.0,5.4,64.0,14.0,48.0
10010,9.0,4.6,93.0,25.0,20.0
10011,46.0,7.4,92.0,44.0,28.0
10012,27.0,7.4,77.0,16.0,68.0
10013,44.0,6.6,16.0,40.0,5.0
10014,19.0,4.2,55.0,20.0,61.0
10015,28.0,4.2,0.0,43.0,7.0
10016,43.0,3.6,72.0,21.0,0.0
10017,50.0,6.300000000000001,79.0,16.0,9.0
10018,48.0,8.5,80.0,16.0,35.0
10019,21.0,9.9,61.0,17.0,70.0
10020,47.0,8.9,94.0,42.0,94.0
10021,46.0,3.9,9.0,37.0,30.0
10022,41.0,4.2,75.0,44.0,97.0
10023,19.0,8.9,31.0,40.0,34.0
10024,44.0,3.1,87.0,25.0,41.0
10025,5.0,5.5,59.0,23.0,61.0
10026,46.0,8.8,22.0,10.0,37.0
10027,13.0,6.2,99.0,33.0,97.0
10028,24.0,8.3,97.0,41.0,7.0
10029,46.0,4.8,14.0,39.0,16.0
10030,23.0,3.8,95.0,23.0,6.0
10031,23.0,5.6,77.0,41.0,57.0
10032,7.0,3.8,1.0,38.0,86.0
10033,11.0,6.800000000000001,53.0,43.0,16.0
10034,7.0,6.6,63.0,21.0,36.0
10035,43.0,6.4,93.0,20.0,88.0
10036,22.0,6.1,98.0,30.0,41.0
10037,45.0,7.0,38.0,11.0,12.0
10038,39.0,6.5,58.0,15.0,51.0
10039,40.0,3.3,91.0,34.0,84.0
10040,17.0,9.2,1.0,40.0,96.0
10041,28.0,5.2,88.0,29.0,89.0
10042,28.0,8.5,22.0,32.0,62.0
10043,8.0,4.6,29.0,21.0,2.0
10044,34.0,5.0,23.0,41.0,32.0
10045,32.0,6.0,21.0,18.0,21.0
10046,17.0,5.2,14.0,13.0,85.0
10047,12.0,8.4,7.0,11.0,62.0
10048,27.0,9.9,79.0,38.0,77.0
10049,37.0,5.300000000000001,96.0,37.0,80.0
10050,48.0,3.6,35.0,11.0,54.0
10051,20.0,7.3,58.0,31.0,35.0
10052,36.0,8.3,34.0,18.0,31.0
10053,45.0,9.0,84.0,46.0,99.0
10054,34.0,6.5,3.0,21.0,28.0
10055,19.0,3.3,41.0,46.0,91.0
10056,8.0,5.300000000000001,100.0,33.0,26.0
10057,21.0,3.1,62.0,33.0,42.0
10058,6.0,7.2,76.0,28.0,98.0
10059,17.0,8.4,84.0,19.0,60.0
10060,22.0,8.2,6.0,33.0,42.0
10061,9.0,8.4,89.0,50.0,57.0
10062,39.0,4.8,40.0,31.0,21.0
10063,5.0,3.7,55.0,25.0,68.0
10064,39.0,3.5,47.0,33.0,42.0
10065,6.0,6.4,52.0,16.0,49.0
10066,39.0,3.2,24.0,49.0,91.0
10067,31.0,3.8,41.0,23.0,41.0
10068,28.0,9.3,18.0,45.0,45.0
10069,5.0,3.9,89.0,15.0,15.0
10070,20.0,9.4,89.0,24.0,40.0
10071,15.0,7.4,42.0,32.0,57.0
10072,18.0,8.7,9.0,46.0,88.0
10073,39.0,3.7,32.0,46.0,91.0
10074,5.0,9.7,22.0,49.0,27.0
10075,37.0,3.2,59.0,28.0,48.0
10076,36.0,6.1,64.0,37.0,96.0
10077,19.0,5.1,20.0,26.0,29.0
10078,20.0,3.4,41.0,44.0,50.0
10079,41.0,4.9,76.0,29.0,29.0
10080,37.0,3.8,26.0,50.0,53.0
10081,19.0,4.9,67.0,37.0,32.0
10082,47.0,3.7,29.0,19.0,31.0
10083,43.0,5.7,29.0,11.0,59.0
10084,18.0,6.5,12.0,45.0,48.0
10085,44.0,3.9,36.0,15.0,87.0
10086,16.0,7.7,74.0,33.0,60.0
10087,8.0,3.7,5.0,33.0,34.0
10088,29.0,3.0,83.0,46.0,43.0
10089,41.0,6.9,3.0,37.0,44.0
10090,14.0,6.2,92.0,11.0,64.0
10091,36.0,7.4,61.0,27.0,14.0
10092,50.0,8.2,62.0,42.0,49.0
10093,18.0,4.2,41.0,19.0,6.0
10094,10.0,4.2,80.0,41.0,81.0
10095,29.0,3.1,52.0,16.0,87.0
10096,20.0,4.1,67.0,28.0,77.0
10097,8.0,5.5,38.0,34.0,43.0
10098,15.0,3.6,43.0,50.0,89.0
10099,44.0,3.5,59.0,35.0,99.0
10100,16.0,3.0,64.0,19.0,44.0
10101,42.0,4.4,85.0,36.0,60.0
10102,40.0,7.2,94.0,27.0,36.0
10103,48.0,4.6,96.0,44.0,22.0
10104,5.0,3.2,1.0,30.0,9.0
10105,48.0,5.800000000000001,53.0,47.0,14.0
10106,26.0,7.800000000000001,97.0,27.0,75.0
10107,40.0,4.9,56.0,16.0,21.0
10108,8.0,7.3,15.0,31.0,98.0
10109,33.0,6.4,73.0,32.0,7.0
10110,19.0,3.4,63.0,45.0,73.0
10111,21.0,5.6,11.0,21.0,3.0
10112,14.0,4.6,86.0,44.0,64.0
10113,45.0,6.4,17.0,45.0,37.0
10114,10.0,9.4,81.0,48.0,73.0
10115,10.0,6.2,96.0,18.0,57.0
10116,10.0,5.2,6.0,39.0,10.0
10117,7.0,8.100000000000001,10.0,36.0,3.0
10118,28.0,3.7,79.0,48.0,80.0
10119,15.0,4.7,86.0,15.0,56.0
10120,10.0,5.2,28.0,17.0,71.0
10121,13.0,8.7,80.0,22.0,48.0
10122,48.0,4.4,30.0,45.0,65.0
10123,17.0,5.0,74.0,27.0,96.0
10124,46.0,9.3,4.0,11.0,71.0
10125,48.0,8.3,65.0,48.0,84.0
10126,5.0,8.3,68.0,40.0,94.0
10127,24.0,4.6,74.0,28.0,99.0
10128,12.0,8.0,40.0,49.0,1.0
10129,20.0,9.5,43.0,14.0,81.0
10130,17.0,6.1,82.0,43.0,13.0
10131,37.0,7.1000000000000005,76.0,31.0,79.0
10132,11.0,8.4,11.0,13.0,19.0
10133,30.0,4.3,28.0,26.0,6.0
10134,36.0,4.5,58.0,48.0,49.0
10135,6.0,5.1,80.0,34.0,66.0
10136,45.0,4.8,21.0,24.0,60.0
10137,36.0,5.2,20.0,36.0,1.0
10138,22.0,10.0,92.0,29.0,85.0
10139,45.0,8.0,77.0,27.0,14.0
10140,49.0,10.0,91.0,37.0,63.0
10141,19.0,3.0,48.0,24.0,22.0
10142,5.0,8.2,63.0,13.0,13.0
10143,27.0,7.3,84.0,15.0,22.0
10144,35.0,4.9,67.0,26.0,30.0
10145,38.0,4.8,37.0,28.0,71.0
10146,32.0,9.9,80.0,37.0,21.0
10147,28.0,3.4,38.0,41.0,65.0
10148,14.0,3.1,54.0,33.0,20.0
10149,18.0,6.6,36.0,22.0,7.0
10150,7.0,9.9,69.0,49.0,30.0
10151,11.0,9.600000000000001,32.0,25.0,87.0
10152,13.0,5.5,43.0,16.0,57.0
10153,9.0,5.800000000000001,49.0,45.0,48.0
10154,35.0,7.5,9.0,13.0,97.0
10155,28.0,6.6,46.0,17.0,29.0
10156,6.0,4.9,14.0,27.0,87.0
10157,24.0,9.600000000000001,77.0,12.0,26.0
10158,39.0,9.2,42.0,40.0,98.0
10159,12.0,3.5,55.0,24.0,17.0
10160,11.0,4.0,49.0,33.0,22.0
10161,22.0,8.4,1.0,49.0,62.0
10162,9.0,3.4,81.0,12.0,82.0
10163,30.0,5.800000000000001,32.0,33.0,50.0
10164,37.0,6.1,23.0,15.0,16.0
10165,48.0,6.4,27.0,45.0,67.0
10166,8.0,7.4,35.0,49.0,76.0
10167,18.0,7.0,69.0,18.0,65.0
10168,25.0,7.800000000000001,62.0,23.0,1.0
10169,38.0,6.9,35.0,47.0,83.0
10170,34.0,9.9,48.0,18.0,37.0
10171,12.0,9.4,40.0,17.0,57.0
10172,29.0,3.7,81.0,35.0,96.0
10173,23.0,3.9,67.0,30.0,56.0
10174,11.0,8.5,42.0,16.0,9.0
10175,46.0,6.9,73.0,42.0,83.0
10176,16.0,4.3,46.0,31.0,35.0
10177,7.0,9.3,45.0,46.0,42.0
10178,8.0,4.4,99.0,16.0,64.0
10179,44.0,9.9,88.0,45.0,24.0
10180,40.0,5.5,56.0,29.0,91.0
10181,39.0,8.0,74.0,17.0,65.0
10182,45.0,3.2,56.0,42.0,16.0
10183,33.0,7.3,70.0,49.0,58.0
10184,9.0,4.4,78.0,46.0,26.0
10185,41.0,4.1,88.0,31.0,60.0
10186,16.0,3.7,13.0,26.0,38.0
10187,45.0,7.9,96.0,13.0,48.0
10188,27.0,3.9,23.0,14.0,34.0
10189,31.0,5.5,35.0,44.0,1.0
10190,18.0,8.3,14.0,10.0,96.0
10191,7.0,6.800000000000001,55.0,49.0,54.0
10192,45.0,6.5,43.0,29.0,19.0
10193,44.0,3.1,96.0,39.0,85.0
10194,25.0,8.9,44.0,12.0,27.0
10195,20.0,4.7,91.0,32.0,91.0
10196,35.0,6.5,44.0,22.0,52.0
10197,26.0,6.7,52.0,38.0,29.0
10198,25.0,3.4,73.0,34.0,74.0
10199,16.0,7.9,44.0,36.0,36.0
10200,17.0,5.4,29.0,11.0,34.0
10201,10.0,3.7,59.0,47.0,5.0
10202,31.0,5.5,38.0,30.0,16.0
10203,31.0,7.9,88.0,38.0,57.0
10204,37.0,3.0,45.0,35.0,50.0
10205,9.0,4.6,31.0,39.0,71.0
10206,45.0,5.800000000000001,72.0,22.0,56.0
10207,49.0,8.3,60.0,25.0,89.0
10208,20.0,8.8,95.0,37.0,45.0
10209,19.0,6.1,76.0,41.0,13.0
10210,47.0,6.0,9.0,35.0,62.0
10211,22.0,4.2,30.0,40.0,18.0
10212,5.0,5.300000000000001,6.0,31.0,83.0
10213,47.0,7.7,99.0,12.0,6.0
10214,10.0,8.5,4.0,19.0,47.0
10215,26.0,8.9,22.0,19.0,22.0
10216,8.0,5.0,39.0,44.0,26.0
10217,13.0,6.7,53.0,35.0,8.0
10218,32.0,8.4,54.0,23.0,39.0
10219,26.0,3.1,55.0,39.0,61.0
10220,47.0,9.9,91.0,41.0,57.0
10221,30.0,7.5,8.0,12.0,26.0
10222,43.0,8.0,19.0,37.0,96.0
10223,41.0,8.7,71.0,45.0,81.0
10224,30.0,6.0,88.0,47.0,26.0
10225,39.0,7.4,31.0,29.0,23.0
10226,31.0,6.4,1.0,18.0,37.0
10227,6.0,9.600000000000001,16.0,18.0,29.0
10228,30.0,7.1000000000000005,48.0,47.0,26.0
10229,44.0,9.3,87.0,49.0,56.0
10230,23.0,5.0,23.0,31.0,62.0
10231,33.0,3.8,33.0,25.0,93.0
10232,21.0,3.0,37.0,32.0,13.0
10233,43.0,3.5,60.0,27.0,27.0
10234,10.0,8.7,58.0,30.0,38.0
10235,15.0,5.800000000000001,94.0,34.0,2.0
10236,6.0,4.7,98.0,29.0,71.0
10237,24.0,8.9,20.0,37.0,47.0
10238,23.0,3.4,92.0,48.0,44.0
10239,33.0,3.5,11.0,46.0,40.0
10240,32.0,6.5,54.0,11.0,55.0
10241,44.0,4.7,43.0,19.0,24.0
10242,47.0,5.0,19.0,20.0,90.0
10243,41.0,3.3,13.0,20.0,54.0
10244,26.0,4.7,87.0,43.0,66.0
10245,47.0,3.7,69.0,48.0,62.0
10246,21.0,6.9,55.0,31.0,0.0
10247,35.0,5.2,51.0,24.0,46.0
10248,5.0,6.7,33.0,10.0,64.0
10249,7.0,8.0,70.0,43.0,7.0
10250,43.0,8.3,40.0,46.0,73.0
10251,16.0,3.4,21.0,23.0,34.0
10252,37.0,7.7,6.0,11.0,91.0
10253,40.0,7.7,15.0,22.0,20.0
10254,48.0,7.800000000000001,51.0,41.0,87.0
10255,18.0,6.7,78.0,49.0,55.0
10256,43.0,6.1,73.0,19.0,76.0
10257,10.0,4.2,40.0,44.0,47.0
10258,37.0,6.7,74.0,13.0,8.0
10259,32.0,7.6000000000000005,7.0,20.0,8.0
10260,13.0,8.0,21.0,49.0,1.0
10261,20.0,5.5,51.0,11.0,19.0
10262,44.0,6.1,12.0,28.0,84.0
10263,49.0,4.2,34.0,49.0,36.0
10264,18.0,8.9,17.0,17.0,33.0
10265,39.0,6.9,97.0,33.0,19.0
10266,11.0,8.3,56.0,13.0,14.0
10267,29.0,6.2,13.0,26.0,83.0
10268,33.0,7.5,86.0,20.0,10.0
10269,32.0,8.5,11.0,27.0,63.0
10270,21.0,4.2,46.0,24.0,62.0
10271,48.0,9.0,55.0,42.0,70.0
10272,15.0,8.0,98.0,41.0,85.0
10273,34.0,3.8,49.0,32.0,98.0
10274,20.0,7.800000000000001,7.0,32.0,64.0
10275,31.0,4.4,60.0,14.0,51.0
10276,5.0,4.9,36.0,10.0,64.0
10277,25.0,5.2,52.0,35.0,80.0
10278,48.0,6.9,23.0,20.0,86.0
10279,22.0,9.600000000000001,21.0,47.0,83.0
10280,21.0,3.6,49.0,11.0,61.0
10281,43.0,4.1,86.0,20.0,65.0
10282,27.0,3.4,57.0,48.0,93.0
10283,23.0,8.0,66.0,32.0,73.0
10284,18.0,3.3,45.0,24.0,72.0
10285,9.0,8.100000000000001,12.0,39.0,13.0
10286,22.0,9.600000000000001,56.0,26.0,85.0
10287,7.0,3.3,88.0,43.0,66.0
10288,34.0,5.800000000000001,27.0,42.0,84.0
10289,23.0,6.0,41.0,31.0,5.0
10290,49.0,3.9,48.0,19.0,35.0
10291,7.0,8.600000000000001,85.0,43.0,99.0
10292,5.0,8.7,80.0,13.0,44.0
10293,21.0,4.8,39.0,46.0,28.0
10294,8.0,4.5,1.0,12.0,99.0
10295,36.0,5.9,59.0,25.0,55.0
10296,7.0,3.9,18.0,14.0,96.0
10297,14.0,7.0,12.0,41.0,85.0
10298,20.0,6.800000000000001,52.0,11.0,82.0
10299,35.0,8.7,19.0,31.0,49.0
10300,25.0,3.7,3.0,35.0,55.0
10301,15.0,9.9,9.0,36.0,38.0
10302,20.0,9.3,33.0,34.0,45.0
10303,46.0,7.7,15.0,10.0,95.0
10304,27.0,8.3,51.0,40.0,36.0
10305,7.0,4.5,3.0,26.0,30.0
10306,8.0,7.2,29.0,39.0,5.0
10307,35.0,7.3,58.0,49.0,8.0
10308,28.0,7.7,94.0,24.0,28.0
10309,42.0,5.800000000000001,19.0,21.0,30.0
10310,11.0,3.8,16.0,41.0,54.0
10311,25.0,6.9,100.0,31.0,95.0
10312,39.0,4.1,85.0,29.0,16.0
10313,42.0,7.5,19.0,16.0,37.0
10314,45.0,7.2,18.0,30.0,26.0
10315,12.0,4.7,39.0,24.0,5.0
10316,37.0,4.5,38.0,46.0,59.0
10317,32.0,9.2,81.0,13.0,65.0
10318,18.0,7.9,7.0,11.0,38.0
10319,16.0,4.2,86.0,29.0,11.0
10320,21.0,7.5,26.0,43.0,66.0
10321,26.0,9.100000000000001,71.0,37.0,28.0
10322,13.0,6.0,7.0,11.0,41.0
10323,47.0,7.6000000000000005,82.0,37.0,39.0
10324,46.0,9.9,70.0,35.0,59.0
10325,25.0,7.6000000000000005,95.0,32.0,6.0
10326,15.0,9.9,66.0,44.0,28.0
10327,42.0,3.9,70.0,17.0,76.0
10328,42.0,5.800000000000001,96.0,33.0,43.0
10329,10.0,9.5,29.0,45.0,19.0
10330,34.0,9.3,24.0,38.0,72.0
10331,42.0,8.7,10.0,16.0,2.0
10332,46.0,3.6,62.0,47.0,9.0
10333,26.0,5.9,75.0,34.0,33.0
10334,43.0,8.0,63.0,48.0,26.0
10335,44.0,4.7,29.0,33.0,79.0
10336,13.0,4.1,83.0,16.0,76.0
10337,41.0,9.600000000000001,75.0,21.0,38.0
10338,49.0,9.5,75.0,19.0,79.0
10339,16.0,3.2,16.0,39.0,81.0
10340,9.0,6.9,67.0,30.0,99.0
10341,22.0,5.300000000000001,66.0,37.0,83.0
10342,27.0,7.4,51.0,13.0,31.0
10343,40.0,9.4,90.0,39.0,88.0
10344,6.0,5.0,32.0,13.0,52.0
10345,27.0,7.800000000000001,89.0,43.0,82.0
10346,39.0,4.0,4.0,34.0,45.0
10347,18.0,7.1000000000000005,8.0,41.0,52.0
10348,23.0,4.4,9.0,35.0,1.0
10349,49.0,5.1,18.0,41.0,55.0
10350,42.0,8.9,70.0,31.0,54.0
10351,49.0,6.4,32.0,17.0,84.0
10352,29.0,4.8,57.0,42.0,86.0
10353,35.0,6.800000000000001,32.0,32.0,15.0
10354,40.0,9.8,26.0,44.0,7.0
10355,27.0,9.7,53.0,25.0,17.0
10356,24.0,9.4,90.0,24.0,10.0
10357,30.0,9.100000000000001,96.0,11.0,18.0
10358,49.0,8.600000000000001,35.0,41.0,16.0
10359,30.0,6.1,34.0,48.0,42.0
10360,26.0,6.7,30.0,15.0,80.0
10361,46.0,7.9,67.0,30.0,29.0
10362,44.0,9.600000000000001,73.0,23.0,92.0
10363,43.0,7.0,60.0,30.0,58.0
10364,38.0,4.3,94.0,29.0,83.0
10365,14.0,8.600000000000001,8.0,44.0,20.0
10366,29.0,9.2,69.0,20.0,49.0
10367,40.0,8.600000000000001,90.0,16.0,41.0
10368,15.0,3.8,3.0,45.0,51.0
10369,33.0,3.1,16.0,22.0,55.0
10370,31.0,7.0,44.0,11.0,25.0
10371,23.0,7.4,70.0,28.0,11.0
10372,30.0,4.0,16.0,25.0,62.0
10373,20.0,4.6,10.0,15.0,5.0
10374,14.0,4.8,80.0,40.0,62.0
10375,10.0,4.4,79.0,43.0,69.0
10376,40.0,3.2,85.0,23.0,41.0
10377,29.0,7.6000000000000005,77.0,46.0,11.0
10378,47.0,4.5,64.0,22.0,31.0
10379,15.0,8.7,37.0,49.0,15.0
10380,18.0,4.5,66.0,44.0,70.0
10381,28.0,7.6000000000000005,39.0,40.0,44.0
10382,8.0,5.2,47.0,30.0,59.0
10383,46.0,6.1,77.0,38.0,18.0
10384,13.0,3.9,24.0,28.0,1.0
10385,19.0,5.2,68.0,15.0,13.0
10386,40.0,3.4,93.0,19.0,26.0
10387,22.0,8.5,87.0,19.0,98.0
10388,45.0,6.5,48.0,22.0,47.0
10389,23.0,9.5,13.0,22.0,73.0
10390,39.0,6.800000000000001,90.0,14.0,94.0
10391,13.0,6.800000000000001,99.0,32.0,69.0
10392,37.0,5.4,15.0,20.0,12.0
10393,26.0,4.5,40.0,46.0,51.0
10394,23.0,7.4,68.0,49.0,42.0
10395,16.0,8.0,96.0,33.0,90.0
10396,19.0,9.5,70.0,46.0,70.0
10397,41.0,5.300000000000001,96.0,31.0,60.0
10398,6.0,8.9,75.0,17.0,19.0
10399,10.0,8.2,92.0,23.0,57.0
10400,33.0,8.2,52.0,42.0,14.0
10401,12.0,8.600000000000001,83.0,27.0,18.0
10402,46.0,8.100000000000001,43.0,37.0,14.0
10403,28.0,9.0,1.0,37.0,98.0
10404,6.0,8.5,37.0,45.0,52.0
10405,49.0,4.3,82.0,21.0,30.0
10406,18.0,3.2,6.0,40.0,32.0
10407,44.0,6.0,9.0,48.0,8.0
10408,32.0,7.7,61.0,21.0,93.0
10409,35.0,6.800000000000001,7.0,36.0,21.0
10410,14.0,3.4,16.0,41.0,17.0
10411,35.0,9.0,27.0,42.0,70.0
10412,12.0,9.9,27.0,36.0,35.0
10413,23.0,5.9,56.0,11.0,47.0
10414,30.0,8.600000000000001,97.0,27.0,56.0
10415,45.0,7.5,0.0,31.0,63.0
10416,34.0,8.9,63.0,35.0,52.0
10417,31.0,6.2,68.0,20.0,66.0
10418,18.0,5.0,57.0,41.0,16.0
10419,9.0,7.4,15.0,15.0,59.0
10420,25.0,3.5,64.0,21.0,90.0
10421,8.0,4.5,47.0,35.0,71.0
10422,28.0,3.8,69.0,28.0,83.0
10423,9.0,5.7,43.0,20.0,25.0
10424,13.0,5.1,41.0,45.0,1.0
10425,24.0,6.0,29.0,30.0,20.0
10426,37.0,3.3,36.0,32.0,23.0
10427,8.0,5.2,14.0,21.0,64.0
10428,48.0,6.7,76.0,45.0,40.0
10429,8.0,5.9,61.0,21.0,22.0
10430,14.0,8.7,76.0,28.0,42.0
10431,12.0,7.9,66.0,34.0,76.0
10432,19.0,3.1,28.0,10.0,43.0
10433,20.0,8.7,99.0,17.0,44.0
10434,6.0,9.600000000000001,67.0,24.0,50.0
10435,19.0,3.9,56.0,38.0,81.0
10436,47.0,9.9,65.0,42.0,64.0
10437,14.0,5.7,6.0,35.0,40.0
10438,35.0,9.9,2.0,31.0,3.0
10439,37.0,9.7,6.0,20.0,16.0
10440,36.0,6.800000000000001,69.0,25.0,1.0
10441,31.0,8.2,40.0,21.0,46.0
10442,29.0,6.800000000000001,16.0,35.0,99.0
10443,13.0,9.4,79.0,48.0,48.0
10444,27.0,5.4,99.0,12.0,4.0
10445,47.0,4.4,53.0,29.0,93.0
10446,26.0,8.3,67.0,22.0,52.0
10447,20.0,6.7,66.0,43.0,92.0
10448,7.0,9.4,6.0,44.0,48.0
10449,49.0,6.7,76.0,37.0,53.0
10450,19.0,8.7,65.0,33.0,58.0
10451,28.0,6.800000000000001,10.0,46.0,64.0
10452,8.0,4.1,78.0,40.0,41.0
10453,31.0,9.5,88.0,37.0,55.0
10454,24.0,4.1,12.0,23.0,98.0
10455,33.0,4.1,12.0,27.0,28.0
10456,7.0,6.800000000000001,27.0,22.0,55.0
10457,12.0,3.9,12.0,44.0,64.0
10458,23.0,6.7,12.0,41.0,26.0
10459,17.0,7.7,86.0,20.0,34.0
10460,33.0,5.0,45.0,24.0,37.0
10461,8.0,3.2,90.0,36.0,92.0
10462,9.0,7.6000000000000005,36.0,20.0,48.0
10463,45.0,3.7,24.0,48.0,0.0
10464,21.0,4.2,52.0,33.0,63.0
